,date,Q:detection,Q: Recognition,Q: Summary,Ghosts,Losts,Ref
422,2017-09-08 15:17,90.8136,89.7638,87.9177,4,35,381
423,2017-09-08 13:25,90.8136,89.7638,87.9177,4,35,381
424,2017-09-08 10:31,86.3517,84.7769,81.1558,7,52,381
425,2017-09-05 12:01,90.8136,89.7638,87.9177,4,35,381
426,2017-09-04 15:37,90.8136,89.7638,87.9177,4,35,381
427,2017-09-01 15:46,90.8136,89.7638,87.9177,4,35,381
428,2017-09-01 15:10,90.8136,89.7638,87.9177,4,35,381
429,2017-09-01 14:19,90.8136,89.7638,87.9177,4,35,381
430,2017-09-01 11:57,90.8136,89.7638,87.9177,4,35,381
431,2017-09-01 10:44,90.2887,89.2388,87.1795,5,37,381
432,2017-08-31 12:52,90.8136,89.7638,87.9177,4,35,381
433,2017-08-30 08:22,90.8136,89.7638,87.9177,4,35,381
434,2017-08-28 15:05,90.8136,89.7638,87.9177,4,35,381
435,2017-08-28 12:54,90.8136,89.7638,87.9177,4,35,381
436,2017-08-25 14:38,90.2887,89.2388,87.1795,5,37,381
437,2017-08-23 17:06,90.8136,89.7638,87.9177,4,35,381
438,2017-08-23 14:45,90.8136,89.7638,87.9177,4,35,381
439,2017-08-21 14:21,90.8136,89.7638,87.9177,4,35,381
440,2017-08-15 13:58,90.8136,89.7638,87.9177,4,35,381
441,2017-08-15 12:36,90.8136,89.7638,87.9177,4,35,381
442,2017-08-15 06:19,90.8136,89.7638,87.9177,4,35,381
443,2017-08-14 19:42,90.8136,89.7638,87.9177,4,35,381
444,2017-08-14 15:37,90.8136,89.7638,87.9177,4,35,381
445,2017-08-14 13:22,90.8136,89.7638,87.9177,4,35,381
446,2017-08-14 12:53,90.8136,89.7638,87.9177,4,35,381
447,2017-08-14 10:48,90.8136,89.7638,87.9177,4,35,381
448,2017-08-14 10:15,90.8136,89.7638,87.9177,4,35,381
449,2017-08-11 15:48,90.8136,89.7638,87.9177,4,35,381
450,2017-08-10 15:01,90.8136,89.7638,87.9177,4,35,381
451,2017-08-10 14:46,90.8136,89.7638,87.9177,4,35,381
452,2017-08-10 14:32,90.8136,89.7638,87.9177,4,35,381
453,2017-08-10 09:07,90.8136,89.7638,87.9177,4,35,381
454,2017-08-04 14:53,90.8136,89.7638,87.9177,4,35,381
455,2017-08-04 13:56,90.8136,89.7638,87.9177,2,35,381
456,2017-08-03 14:25,90.8136,89.7638,87.9177,2,35,381
457,2017-08-02 14:05,90.8136,89.7638,87.9177,2,35,381
458,2017-07-28 15:59,90.8136,89.7638,87.9177,2,35,381
459,2017-07-28 15:42,90.8136,89.7638,87.9177,2,35,381
460,2017-07-28 15:08,90.8136,89.7638,87.9177,2,35,381
461,2017-07-28 14:54,90.8136,89.7638,87.9177,2,35,381
462,2017-07-27 15:14,90.8136,89.7638,87.9177,2,35,381
463,2017-07-26 18:14,90.8136,89.7638,87.9177,2,35,381
464,2017-07-26 15:06,90.8136,89.7638,87.9177,2,35,381
465,2017-07-26 10:45,90.8136,89.7638,87.9177,2,35,381
466,2017-07-25 10:38,90.8136,89.7638,87.9177,2,35,381
467,2017-07-24 16:24,90.8136,89.7638,87.9177,2,35,381
468,2017-07-24 14:08,90.8136,89.7638,87.9177,2,35,381
469,2017-07-24 13:41,90.8136,89.7638,87.9177,2,35,381
470,2017-07-24 13:35,90.8136,89.7638,87.9177,2,35,381
471,2017-07-24 13:29,90.8136,89.7638,87.9177,2,35,381
472,2017-07-21 15:53,90.8136,89.7638,87.9177,2,35,381
473,2017-07-21 15:41,90.8136,89.7638,87.9177,2,35,381
474,2017-07-21 15:28,90.8136,89.7638,87.9177,2,35,381
475,2017-07-21 11:21,90.8136,89.7638,87.9177,2,35,381
476,2017-07-20 16:18,89.2388,87.664,86.7532,2,41,381
477,2017-07-20 13:12,89.2388,87.664,86.7532,2,41,381
478,2017-07-19 13:33,89.2388,87.664,86.7532,2,41,381
479,2017-07-19 13:29,89.2388,87.664,86.7532,2,41,381
480,2017-07-18 17:14,88.189,85.8268,85.3786,1,45,381
481,2017-07-18 17:04,88.189,85.8268,85.3786,1,45,381
482,2017-07-18 16:44,88.189,85.8268,85.3786,1,45,381
483,2017-07-17 16:02,88.189,85.8268,85.3786,1,45,381
484,2017-07-11 14:45,88.189,85.8268,85.3786,1,45,381
485,2017-07-11 13:33,88.189,85.8268,85.3786,1,45,381
486,2017-07-11 12:18,88.189,85.8268,85.3786,1,45,381
487,2017-07-11 12:17,88.189,85.8268,85.3786,1,45,381
488,2017-07-07 11:40,88.189,85.8268,85.3786,1,45,381
489,2017-07-07 10:54,88.189,86.3517,85.9008,1,45,381
490,2017-07-06 15:12,88.189,86.3517,85.9008,1,45,381
491,2017-07-06 12:30,88.189,86.3517,85.9008,1,45,381
492,2017-07-06 11:46,88.4514,86.0892,85.6397,1,44,381
493,2017-07-06 09:57,88.4514,86.0892,85.6397,1,44,381
494,2017-07-05 14:46,88.4514,86.0892,85.6397,1,44,381
495,2017-07-05 13:11,88.4514,86.0892,85.6397,1,44,381
496,2017-07-05 10:59,88.4514,86.0892,85.6397,1,44,381
497,2017-07-04 14:45,88.4514,86.0892,85.6397,1,44,381
498,2017-07-03 13:14,88.4514,86.0892,85.6397,1,44,381
